ID,MobileNO,Day,Month,Year,Hour,Min,Sec,Location,Crowdedness
8998540,89452912,16,5,2020,23,58,16,113,1
6764900,83565519,3,6,2020,14,27,44,33,4
7797445,84152130,16,5,2020,9,32,14,150,5
8864682,89189292,15,6,2020,19,5,38,54,2
8011605,95533988,14,6,2020,12,19,5,100,1
7704276,97049861,22,6,2020,14,47,33,147,4
7806846,96452188,7,5,2020,12,4,6,48,4
7249581,97342888,14,6,2020,11,31,48,148,2
7714384,97418463,28,5,2020,21,15,32,107,1
7815465,96349065,12,5,2020,20,34,4,5,4
9000916,95108163,23,5,2020,23,1,12,41,3
7030836,95120727,27,5,2020,20,1,41,131,2
9210882,97066161,28,5,2020,22,14,22,136,1
8725009,96534042,28,6,2020,14,47,26,149,4
7932044,97355044,20,5,2020,22,15,35,149,3
6520814,96906208,12,5,2020,9,12,59,44,1
7692087,95934907,11,5,2020,22,14,3,16,1
8194712,96300922,6,6,2020,13,43,10,30,1
7811660,97493653,19,5,2020,11,29,8,86,1
7223225,95953071,12,5,2020,21,14,42,138,3
7561599,95206875,2,5,2020,22,7,2,28,2
8766081,95951863,3,6,2020,11,27,7,170,1
6817591,95314517,26,6,2020,10,15,53,85,5
8342995,95850197,2,5,2020,21,5,59,147,3
7811660,93079538,27,6,2020,12,15,13,120,3
7223225,93811309,5,5,2020,15,47,56,62,5
7561599,93066423,28,5,2020,17,23,28,84,4
8766081,93208742,12,6,2020,15,8,40,111,5
6817591,93005604,3,5,2020,15,8,24,51,2
8342995,93694916,18,5,2020,13,17,30,58,4
7811660,98642868,8,5,2020,20,8,56,66,4
7223225,98245743,3,5,2020,23,50,11,14,2
7561599,98073134,1,6,2020,20,54,31,110,5
8766081,98717502,4,5,2020,18,14,26,43,2
8011605,89641065,11,5,2020,10,43,12,97,2
7704276,82358904,21,5,2020,11,29,32,155,3
7806846,88659920,13,6,2020,12,15,22,66,3
7249581,82513299,12,6,2020,12,28,30,163,3
7714384,87275425,20,6,2020,23,45,39,81,1
7815465,84002054,12,5,2020,19,13,58,107,5
9000916,84693045,8,6,2020,15,59,8,8,2
7030836,81879877,4,5,2020,15,8,41,80,3
9210882,81522949,5,6,2020,18,45,38,100,5
8725009,89032684,22,6,2020,23,3,7,150,3
7932044,87401429,15,5,2020,16,33,9,105,5
6520814,81659929,13,6,2020,20,44,48,43,1
7692087,88576527,7,5,2020,15,31,51,102,3
8194712,85804088,19,5,2020,18,36,0,147,1
7811660,85720570,22,5,2020,23,35,56,153,1
7223225,86147694,20,6,2020,17,57,19,6,3
7561599,84369209,28,5,2020,14,8,26,20,2
8766081,85105002,15,5,2020,14,18,14,78,1
6817591,87936258,10,5,2020,18,46,2,98,5
8342995,88031508,13,5,2020,9,13,43,82,1
7629734,84393772,27,5,2020,16,34,44,139,1
8205736,89102729,7,6,2020,17,53,25,110,3
6546792,88663180,11,5,2020,11,33,49,76,2
7324013,87188603,14,6,2020,14,7,36,72,4
6641411,88164070,7,6,2020,14,4,8,156,2
7575862,87986883,14,6,2020,21,35,23,79,3
7589183,89436715,1,6,2020,9,9,45,35,2
7883432,89612468,27,6,2020,11,43,54,70,1
8896863,90783725,6,5,2020,10,20,59,118,3
9150998,86168741,16,5,2020,9,59,4,133,3
8035829,82516577,19,5,2020,19,22,31,37,3
6901726,85115120,10,6,2020,16,11,5,165,5
8461534,85438917,23,5,2020,19,36,18,38,4
9243989,88979419,16,6,2020,14,44,50,88,4
7325353,89429379,23,6,2020,10,26,54,171,2
6646430,85432242,5,6,2020,17,11,9,21,1
7509125,89652779,10,5,2020,15,29,56,169,2
7693490,85534540,8,5,2020,9,21,24,18,3
7435685,89838247,27,6,2020,22,55,52,14,1
8777648,83271986,19,5,2020,17,35,55,107,4
7513855,87004772,25,5,2020,19,58,50,36,2
6617211,89096301,7,5,2020,13,51,8,73,1
6513812,89815226,28,5,2020,20,44,29,123,4
8999870,86352795,19,6,2020,12,22,33,79,2
8812857,85654683,11,6,2020,23,9,10,15,3
8308656,90432614,5,5,2020,13,59,33,170,4
9103670,89070733,25,6,2020,9,53,34,149,4
8298634,90822489,12,6,2020,18,7,53,52,5
6692909,88639154,18,6,2020,10,6,6,120,3
7864456,83131862,4,6,2020,22,39,35,50,5
9320777,85512370,17,6,2020,13,44,22,97,5
7259914,88940894,21,5,2020,9,36,19,7,1
8683202,89545063,14,5,2020,20,23,55,9,4
6881148,85027994,18,6,2020,20,56,0,82,2
8963941,88830287,21,5,2020,20,38,27,130,1
7523950,82714314,21,5,2020,20,55,56,136,5
7464049,84948146,20,6,2020,11,41,16,106,5
7324496,82510406,18,5,2020,19,25,58,90,4
7600613,84496669,16,5,2020,21,12,19,132,2
8601264,87500627,16,6,2020,10,50,47,109,2
7979029,88447046,25,5,2020,18,42,28,146,1
7665802,84104783,14,6,2020,19,36,57,61,3
8595465,81462564,2,6,2020,21,24,56,56,3
6674342,84087905,8,6,2020,15,26,8,134,1
9056584,90306868,17,6,2020,9,14,0,141,2
6613068,88373646,6,5,2020,16,0,13,77,5
7788460,83241720,1,5,2020,11,20,34,4,2
8684609,88036404,13,5,2020,11,58,56,83,1
7497946,90665932,1,5,2020,9,28,35,165,5
8377040,83927318,8,5,2020,12,43,41,34,2
7777049,90691576,9,6,2020,15,35,50,24,2
7951483,88683283,7,5,2020,17,26,53,24,1
9014651,81736153,1,6,2020,21,25,51,134,4
6959898,85029409,22,5,2020,15,58,41,142,4
8455793,85521019,27,6,2020,15,34,4,53,5
6552280,84600915,21,5,2020,10,0,36,23,5
7275688,81506329,11,5,2020,12,48,55,159,5
6582755,85924370,2,6,2020,10,35,22,160,1
7601197,89084415,18,5,2020,10,59,11,52,2
7738536,91129089,13,5,2020,9,40,16,131,5
6839921,89819473,11,5,2020,16,1,43,20,3
7042433,88086885,23,5,2020,14,57,37,75,1
9387201,90279026,14,6,2020,23,50,5,53,2
7328517,90613628,19,5,2020,11,25,26,101,2
6998317,81708588,3,6,2020,12,12,17,107,2
7924633,90025149,26,5,2020,10,41,6,81,3
8780003,89881773,2,6,2020,15,52,5,80,3
7241988,86971894,21,6,2020,23,21,25,136,2
8441878,84185579,12,5,2020,21,51,47,22,5
7477022,89139662,24,5,2020,11,36,14,59,3
8809821,81997264,11,5,2020,22,58,28,112,1
7549415,85786858,25,6,2020,22,50,41,12,3
8435754,90891148,24,5,2020,19,44,40,80,3
6686918,89274112,10,5,2020,19,19,2,130,3
9388417,82820993,4,6,2020,11,18,2,9,5
8998540,89452912,26,6,2020,17,53,38,48,5
6764900,83565519,4,5,2020,22,42,8,172,5
7797445,84152130,26,5,2020,20,15,12,122,2
8864682,89189292,28,6,2020,20,35,9,121,5
8011605,95533988,23,5,2020,20,35,31,124,2
7704276,97049861,2,5,2020,10,44,53,37,1
7806846,96452188,8,5,2020,20,56,39,112,5
7249581,97342888,18,5,2020,22,37,18,138,4
7714384,97418463,6,5,2020,23,30,57,69,4
7815465,96349065,27,6,2020,22,13,20,39,1
9000916,95108163,1,5,2020,16,42,12,97,5
7030836,95120727,18,6,2020,11,15,4,34,5
9210882,97066161,7,6,2020,15,8,48,31,1
8725009,96534042,18,6,2020,15,21,41,122,4
7932044,97355044,6,5,2020,13,51,31,60,5
6520814,96906208,15,5,2020,12,51,36,163,1
7692087,95934907,24,5,2020,14,51,36,67,4
8194712,96300922,1,6,2020,18,27,45,124,2
7811660,97493653,28,6,2020,14,29,13,77,5
7223225,95953071,25,6,2020,16,30,23,100,1
7561599,95206875,19,6,2020,16,57,15,107,4
8766081,95951863,23,6,2020,20,31,10,35,4
6817591,95314517,20,6,2020,13,32,13,20,1
8342995,95850197,18,6,2020,22,14,50,83,4
7811660,93079538,12,5,2020,18,36,16,164,5
7223225,93811309,4,6,2020,10,44,24,7,2
7561599,93066423,17,5,2020,9,40,38,153,5
8766081,93208742,21,6,2020,19,26,42,150,5
6817591,93005604,25,6,2020,20,13,6,26,4
8342995,93694916,3,6,2020,19,10,24,84,4
7811660,98642868,10,6,2020,11,10,30,163,2
7223225,98245743,24,6,2020,10,56,46,23,4
7561599,98073134,9,6,2020,16,8,42,96,2
8766081,98717502,25,6,2020,21,33,20,94,3
8011605,89641065,25,5,2020,17,42,34,154,5
7704276,82358904,22,5,2020,17,3,55,47,5
7806846,88659920,24,5,2020,23,47,13,142,1
7249581,82513299,1,6,2020,21,10,30,2,5
7714384,87275425,4,6,2020,18,44,52,63,3
7815465,84002054,1,5,2020,10,13,1,34,2
9000916,84693045,23,6,2020,21,17,15,98,5
7030836,81879877,8,5,2020,23,44,45,157,2
9210882,81522949,16,6,2020,11,54,26,124,4
8725009,89032684,5,5,2020,22,23,52,50,3
7932044,87401429,24,5,2020,15,43,42,169,3
6520814,81659929,15,6,2020,10,31,41,34,2
7692087,88576527,8,5,2020,9,36,10,20,3
8194712,85804088,19,6,2020,13,55,55,5,5
7811660,85720570,23,6,2020,14,5,36,57,5
7223225,86147694,5,5,2020,17,17,54,165,2
7561599,84369209,15,6,2020,14,10,51,53,2
8766081,85105002,10,6,2020,20,58,15,112,4
6817591,87936258,20,5,2020,21,57,3,108,3
8342995,88031508,4,6,2020,22,43,8,51,3
7629734,84393772,11,6,2020,20,48,35,70,3
8205736,89102729,23,5,2020,10,36,57,52,4
6546792,88663180,7,5,2020,12,49,43,149,2
7324013,87188603,3,5,2020,13,1,51,100,1
6641411,88164070,15,5,2020,11,37,7,86,5
7575862,87986883,9,5,2020,10,52,9,77,1
7589183,89436715,17,5,2020,21,13,30,111,5
7883432,89612468,8,5,2020,15,34,34,68,5
8896863,90783725,24,5,2020,20,19,26,29,3
9150998,86168741,12,5,2020,15,13,17,18,1
8035829,82516577,21,6,2020,16,2,10,67,2
6901726,85115120,9,5,2020,12,40,18,62,1
8461534,85438917,13,5,2020,20,7,17,84,3
9243989,88979419,1,6,2020,16,5,16,82,5
7325353,89429379,9,6,2020,15,54,33,95,4
6646430,85432242,9,5,2020,10,22,23,89,3
7509125,89652779,3,6,2020,14,6,53,107,1
7693490,85534540,10,6,2020,17,59,32,162,1
7435685,89838247,3,5,2020,18,51,50,33,1
8777648,83271986,20,6,2020,22,32,29,19,2
7513855,87004772,4,6,2020,10,18,28,99,1
6617211,89096301,1,6,2020,21,30,51,17,4
6513812,89815226,27,6,2020,23,57,40,89,3
8999870,86352795,12,6,2020,13,50,22,85,5
8812857,85654683,1,5,2020,16,18,57,71,1
8308656,90432614,28,6,2020,9,24,42,161,2
9103670,89070733,1,6,2020,20,24,52,88,1
8298634,90822489,22,5,2020,19,28,47,23,5
6692909,88639154,10,5,2020,22,49,1,97,3
7864456,83131862,25,6,2020,20,29,17,119,2
9320777,85512370,22,5,2020,21,45,42,36,5
7259914,88940894,7,6,2020,13,16,28,39,1
8683202,89545063,11,6,2020,14,23,52,123,2
6881148,85027994,21,5,2020,14,20,11,53,1
8963941,88830287,6,5,2020,13,36,13,101,5
7523950,82714314,14,6,2020,20,41,55,101,2
7464049,84948146,12,5,2020,13,5,55,146,1
7324496,82510406,8,6,2020,9,57,42,119,5
7600613,84496669,3,6,2020,18,12,24,8,5
8601264,87500627,10,5,2020,16,47,42,72,5
7979029,88447046,11,6,2020,23,24,53,135,3
7665802,84104783,4,6,2020,15,14,6,69,3
8595465,81462564,28,6,2020,19,8,16,93,1
6674342,84087905,16,6,2020,13,51,46,61,4
9056584,90306868,28,6,2020,19,50,48,63,3
6613068,88373646,23,5,2020,20,18,3,129,3
7788460,83241720,12,5,2020,22,38,38,49,3
8684609,88036404,3,5,2020,10,35,55,38,3
7497946,90665932,1,6,2020,15,59,27,130,2
8377040,83927318,3,5,2020,12,16,10,157,2
7777049,90691576,24,6,2020,23,0,4,91,2
7951483,88683283,8,5,2020,10,23,26,101,3
9014651,81736153,2,6,2020,13,34,28,144,2
6959898,85029409,8,6,2020,20,15,29,28,1
8455793,85521019,25,6,2020,14,13,18,54,3
6552280,84600915,9,5,2020,15,33,42,168,2
7275688,81506329,24,5,2020,12,26,28,154,4
6582755,85924370,20,6,2020,17,5,50,11,4
7601197,89084415,22,5,2020,22,2,52,93,3
7738536,91129089,5,5,2020,15,48,19,79,1
6839921,89819473,14,6,2020,21,27,36,69,1
7042433,88086885,17,5,2020,11,52,22,167,1
9387201,90279026,22,6,2020,18,33,0,168,4
7328517,90613628,11,5,2020,21,48,17,1,4
6998317,81708588,28,5,2020,11,30,9,139,1
7924633,90025149,21,5,2020,10,45,18,45,4
8780003,89881773,2,5,2020,13,46,42,171,4
7241988,86971894,2,5,2020,12,49,28,157,4
8441878,84185579,16,5,2020,12,53,41,72,5
7477022,89139662,27,6,2020,9,35,39,172,2
8809821,81997264,2,6,2020,23,14,17,131,5
7549415,85786858,20,6,2020,22,1,55,5,4
8435754,90891148,16,6,2020,17,38,29,6,5
6686918,89274112,7,6,2020,11,0,46,133,4
9388417,82820993,18,5,2020,16,24,18,113,1
8998540,89452912,4,6,2020,12,16,18,162,5
6764900,83565519,2,6,2020,21,51,33,101,3
7797445,84152130,6,6,2020,16,57,43,115,4
8864682,89189292,7,5,2020,22,31,22,147,3
8011605,95533988,2,6,2020,21,44,16,10,3
7704276,97049861,13,5,2020,21,4,34,60,3
7806846,96452188,20,6,2020,21,5,40,110,4
7249581,97342888,4,6,2020,13,6,59,68,2
7714384,97418463,18,5,2020,9,35,54,155,3
7815465,96349065,27,5,2020,22,5,25,115,3
9000916,95108163,7,6,2020,19,38,46,167,5
7030836,95120727,9,5,2020,12,38,40,95,2
9210882,97066161,19,6,2020,21,37,51,135,4
8725009,96534042,24,6,2020,21,5,31,45,3
7932044,97355044,9,6,2020,22,18,23,137,3
6520814,96906208,12,5,2020,16,7,43,69,2
7692087,95934907,19,6,2020,20,4,53,162,4
8194712,96300922,23,6,2020,17,38,42,76,4
7811660,97493653,18,6,2020,16,11,14,24,5
7223225,95953071,28,5,2020,14,55,7,25,3
7561599,95206875,16,5,2020,17,14,22,56,1
8766081,95951863,17,5,2020,19,6,22,117,3
6817591,95314517,15,6,2020,20,29,6,12,1
8342995,95850197,23,5,2020,20,51,54,59,5
7811660,93079538,12,5,2020,10,6,25,24,3
7223225,93811309,20,5,2020,23,1,33,146,3
7561599,93066423,6,5,2020,13,28,2,68,1
8766081,93208742,25,5,2020,22,59,7,94,3
6817591,93005604,22,5,2020,22,7,45,141,3
8342995,93694916,16,5,2020,12,3,27,69,5
7811660,98642868,18,5,2020,15,32,11,47,1
7223225,98245743,13,5,2020,17,28,17,44,2
7561599,98073134,5,5,2020,12,33,33,79,5
8766081,98717502,12,6,2020,10,52,0,117,1
8011605,89641065,1,5,2020,16,13,24,52,2
7704276,82358904,8,6,2020,13,39,16,114,4
7806846,88659920,27,5,2020,18,58,6,141,4
7249581,82513299,8,6,2020,13,24,54,119,4
7714384,87275425,24,5,2020,9,5,41,36,5
7815465,84002054,22,5,2020,17,12,58,166,4
9000916,84693045,23,5,2020,10,34,47,118,4
7030836,81879877,24,5,2020,10,19,40,80,1
9210882,81522949,18,5,2020,23,9,34,60,3
8725009,89032684,1,6,2020,23,16,27,4,1
7932044,87401429,2,6,2020,23,35,47,56,3
6520814,81659929,7,6,2020,17,56,43,78,4
7692087,88576527,5,5,2020,16,8,48,38,5
8194712,85804088,6,5,2020,17,44,48,130,2
7811660,85720570,23,6,2020,21,15,2,171,2
7223225,86147694,14,6,2020,18,7,1,8,5
7561599,84369209,5,5,2020,23,39,37,20,5
8766081,85105002,25,5,2020,10,36,45,49,3
6817591,87936258,16,6,2020,21,23,41,128,3
8342995,88031508,26,5,2020,21,38,13,61,2
7629734,84393772,10,5,2020,23,57,7,44,1
8205736,89102729,19,6,2020,9,53,36,17,1
6546792,88663180,19,6,2020,18,8,13,127,3
7324013,87188603,10,6,2020,21,9,19,8,2
6641411,88164070,12,6,2020,15,10,45,165,3
7575862,87986883,2,6,2020,17,12,33,108,3
7589183,89436715,28,5,2020,22,53,7,86,3
7883432,89612468,16,6,2020,21,23,12,89,5
8896863,90783725,1,5,2020,19,50,16,62,1
9150998,86168741,1,5,2020,23,53,57,47,1
8035829,82516577,13,5,2020,22,28,0,39,5
6901726,85115120,28,5,2020,14,23,5,103,1
8461534,85438917,14,5,2020,22,35,36,143,1
9243989,88979419,19,5,2020,22,4,33,86,1
7325353,89429379,27,5,2020,13,40,42,108,3
6646430,85432242,10,6,2020,15,34,29,21,3
7509125,89652779,7,6,2020,15,50,6,163,4
7693490,85534540,10,5,2020,11,26,6,72,1
7435685,89838247,7,5,2020,16,26,45,93,5
8777648,83271986,12,5,2020,14,26,19,158,5
7513855,87004772,22,5,2020,22,44,44,58,3
6617211,89096301,23,5,2020,13,39,11,24,3
6513812,89815226,7,5,2020,14,20,2,80,1
8999870,86352795,2,6,2020,13,31,27,77,1
8812857,85654683,17,5,2020,16,43,4,131,2
8308656,90432614,9,6,2020,20,46,19,57,5
9103670,89070733,9,6,2020,11,53,27,118,1
8298634,90822489,26,6,2020,10,29,0,84,4
6692909,88639154,23,6,2020,15,54,45,58,4
7864456,83131862,3,5,2020,14,11,9,146,1
9320777,85512370,2,5,2020,17,15,36,43,4
7259914,88940894,12,6,2020,16,33,22,64,4
8683202,89545063,26,6,2020,10,56,23,112,1
6881148,85027994,17,6,2020,13,23,4,66,3
8963941,88830287,18,6,2020,20,46,23,32,3
7523950,82714314,15,6,2020,13,45,0,157,4
7464049,84948146,8,5,2020,21,47,35,107,4
7324496,82510406,22,6,2020,13,5,16,138,4
7600613,84496669,11,6,2020,12,27,59,112,5
8601264,87500627,27,5,2020,10,34,41,145,1
7979029,88447046,18,5,2020,18,44,49,143,4
7665802,84104783,27,5,2020,13,25,22,26,1
8595465,81462564,25,6,2020,18,48,58,110,2
6674342,84087905,1,5,2020,19,2,22,2,2
9056584,90306868,27,5,2020,16,18,38,149,2
6613068,88373646,17,5,2020,20,9,37,68,5
7788460,83241720,4,6,2020,22,43,41,32,1
8684609,88036404,7,5,2020,23,50,26,114,5
7497946,90665932,15,5,2020,14,40,1,5,5
8377040,83927318,11,6,2020,16,25,56,26,1
7777049,90691576,3,6,2020,18,9,56,155,3
7951483,88683283,14,5,2020,23,34,37,70,1
9014651,81736153,17,6,2020,19,43,27,20,2
6959898,85029409,22,6,2020,13,28,55,164,3
8455793,85521019,24,6,2020,14,46,18,5,1
6552280,84600915,27,6,2020,15,46,57,109,4
7275688,81506329,27,6,2020,15,28,9,8,2
6582755,85924370,23,6,2020,20,38,28,125,3
7601197,89084415,2,5,2020,14,24,35,37,5
7738536,91129089,5,5,2020,14,19,39,46,1
6839921,89819473,14,6,2020,23,21,39,8,2
7042433,88086885,23,6,2020,22,50,43,129,3
9387201,90279026,27,6,2020,16,41,57,162,1
7328517,90613628,26,5,2020,15,4,40,71,2
6998317,81708588,17,5,2020,16,40,51,113,5
7924633,90025149,10,5,2020,21,36,50,30,1
8780003,89881773,15,6,2020,17,11,14,98,4
7241988,86971894,15,5,2020,22,52,35,28,3
8441878,84185579,22,5,2020,14,3,53,125,4
7477022,89139662,17,5,2020,10,29,11,84,5
8809821,81997264,3,5,2020,17,12,42,7,2
7549415,85786858,6,6,2020,12,1,58,15,5
8435754,90891148,5,6,2020,17,41,40,143,4
6686918,89274112,12,6,2020,10,45,23,91,1
9388417,82820993,18,6,2020,20,41,40,53,5
8998540,89452912,16,6,2020,14,41,44,101,1
6764900,83565519,28,5,2020,15,55,37,8,1
7797445,84152130,9,5,2020,13,46,58,3,2
8864682,89189292,21,5,2020,15,22,53,23,2
8011605,95533988,17,5,2020,11,29,12,41,3
7704276,97049861,15,6,2020,11,43,11,107,3
7806846,96452188,22,5,2020,10,2,5,129,3
7249581,97342888,6,5,2020,23,7,49,163,3
7714384,97418463,26,6,2020,13,45,44,101,3
7815465,96349065,12,6,2020,19,8,54,116,2
9000916,95108163,24,5,2020,13,15,47,16,2
7030836,95120727,23,6,2020,21,0,24,73,1
9210882,97066161,28,5,2020,13,14,33,143,4
8725009,96534042,24,6,2020,14,58,3,80,1
7932044,97355044,25,5,2020,16,27,24,31,4
6520814,96906208,5,6,2020,12,14,29,155,5
7692087,95934907,19,6,2020,17,5,16,104,4
8194712,96300922,18,6,2020,11,10,12,59,2
7811660,97493653,13,5,2020,13,10,48,57,2
7223225,95953071,22,5,2020,11,41,30,124,3
7561599,95206875,25,6,2020,20,44,16,79,5
8766081,95951863,13,5,2020,13,50,19,61,1
6817591,95314517,27,6,2020,9,23,56,33,3
8342995,95850197,16,6,2020,11,54,52,125,1
7811660,93079538,19,5,2020,16,3,46,162,2
7223225,93811309,7,6,2020,23,56,13,32,1
7561599,93066423,11,5,2020,14,55,34,46,5
8766081,93208742,20,6,2020,12,10,30,111,4
6817591,93005604,2,6,2020,16,15,35,139,4
8342995,93694916,16,6,2020,19,23,10,40,4
7811660,98642868,10,6,2020,18,35,47,73,1
7223225,98245743,3,6,2020,22,25,8,135,2
7561599,98073134,4,6,2020,16,58,58,20,5
8766081,98717502,13,5,2020,17,5,31,138,1
8011605,89641065,23,6,2020,18,32,48,124,2
7704276,82358904,22,5,2020,17,42,55,106,4
7806846,88659920,9,5,2020,9,54,19,123,2
7249581,82513299,4,6,2020,18,48,40,81,3
7714384,87275425,9,6,2020,22,23,22,116,4
7815465,84002054,1,6,2020,13,21,36,91,4
9000916,84693045,14,5,2020,16,25,28,70,1
7030836,81879877,7,5,2020,19,35,43,2,4
9210882,81522949,20,5,2020,11,18,49,141,4
8725009,89032684,16,6,2020,12,7,4,39,5
7932044,87401429,8,5,2020,22,33,17,26,4
6520814,81659929,12,6,2020,15,23,7,42,1
7692087,88576527,4,6,2020,12,25,28,119,2
8194712,85804088,7,5,2020,17,26,37,31,2
7811660,85720570,26,5,2020,17,20,19,60,1
7223225,86147694,28,6,2020,23,51,11,168,4
7561599,84369209,7,5,2020,15,37,35,118,2
8766081,85105002,27,6,2020,14,9,44,13,1
6817591,87936258,18,5,2020,20,48,29,4,2
8342995,88031508,1,6,2020,18,40,53,8,5
7629734,84393772,3,6,2020,22,53,5,32,2
